,source,title,image,description,url,price,typeName,onlineSellable,other_colors,brand,Høyde inkludert ryggputer,Høyde ryggstøtte,width,depth,clearance,arm_width,sit_width,sit_depth,sit_height,Dybde sjeselong,"Setedybde, sjeselong",height,Bredde høyre,Bredde venstre,Armlenehøyde,min_depth,max_depth,min_sit_depth,max_sit_depth,max_width,Setebredde høyre,Setebredde venstre,"Lengde, utslått","Bredde, utslått",bed_width,bed_length,length,Min. bredde,Tykkelse madrass,Antall sitteplasser,Høyde inkludert hodestøtte,Diameter,"Seng, høyde","Samlet dybde, slått ut",Sete diameter,Madrasslengde,Madrassbredde,Antall i pakken,Høyde på skuff (innvendig),Bredde på skuff (innvendig mål),Dybde på skuff (innvendig mål),Maks belastning/skuff,Høyde med ben ,Volum,Fyllvekt,Totalvekt,Skjermdiameter,Ledningslengde,Styrke,Tykkelse,Benhøyde,Flate,max_depth_a,min_depth_a,width_a
15,IKEA,"NOCKEBY 3-seters sofa - Tallmyra hvit/svart/grå, tre",https://www.ikea.com/no/no/images/products/nockeby-three-seat-sofa-tallmyra-white-black-wood__0389184_PE559360_S5.JPG,"IKEA - NOCKEBY, 3-seters sofa, Tallmyra hvit/svart/grå, tre, Du får ekstra myk komfort og støtte fordi de tykke seteputene har en kjerne av pocketfjærer og et øvre lag av polyeterskum og polyesterfibre. Kjernen av pocketfjærer varer lenge og bevarer formen og myk komfort lenge.",https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-tallmyra-hvit-svart-gra-tre-s09129287/,7.499 NOK,3-seters sofa,True,"[{'productId': 's29253025', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-lejde-mork-beige-forkrommet-s29253025/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09150504', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-tallmyra-rustrod-forkrommet-s09150504/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's09129287', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-tallmyra-hvit-svart-gra-tre-s09129287/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}]",NOCKEBY,,,251 cm,97 cm,15 cm,,,60 cm,44 cm,,,82 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,251
16,IKEA,"LANDSKRONA Hjørnesofa, 5-seters - Gunnared mørk grå / tre",https://www.ikea.com/no/no/images/products/landskrona-corner-sofa-5-seat__0602462_PE680373_S5.JPG,"IKEA - LANDSKRONA, Hjørnesofa, 5-seters, Gunnared mørk grå / tre, Tekstiltrekket har et varmt og innbydende utseende, mens den stramme passformen gir sofaen et rent og stilig uttrykk. Seteputer av polyeter og polyesterfibervatt gir god sittekomfort. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/landskrona-hjornesofa-5-seters-gunnared-mork-gra-tre-s19270068/,10.995 NOK,"Hjørnesofa, 5-seters",True,"[{'productId': 's19270068', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-hjornesofa-5-seters-gunnared-mork-gra-tre-s19270068/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's99270074', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-hjornesofa-5-seters-gunnared-lys-gronn-tre-s99270074/', 'selected': False, 'colors': [{'name': 'grønn', 'id': '10033'}]}]",LANDSKRONA,,,,89 cm,,,,61 cm,44 cm,,,78 cm,281 cm,241 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,89,281
17,IKEA,"SKULTORP 4-seters sofa - med sjeselong, svart/hvit natur",https://www.ikea.com/no/no/images/products/skultorp-4-seat-sofa__0784519_PE761769_S5.JPG,"IKEA - SKULTORP, 4-seters sofa, med sjeselong, svart/hvit natur, Du kan velge mellom ulike farger og strukturer på tekstiltrekkene. Du kan velge om du vil ha blanklakkerte eller brunsvarte ben. Høyelastisk polyeter i sete- og ryggputer gir ekstra god komfort.",https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-svart-hvit-natur-s39323886/,12.999 NOK,4-seters sofa,True,"[{'productId': 's39323886', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-svart-hvit-natur-s39323886/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's79323889', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-mork-bla-natur-s79323889/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's59323890', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-gra-beige-natur-s59323890/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19323892', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-gammelrosa-natur-s19323892/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's19323887', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-4-seters-sofa-med-sjeselong-svart-hvit-svart-s19323887/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}]",SKULTORP,85 cm,67 cm,305 cm,149 cm,18 cm,12 cm,281 cm,61 cm,45 cm,149 cm,120 cm,,,,66 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,149,305
18,IKEA,"LANDSKRONA 3-seters sofa - med sjeselong, Gunnared lys grønn / tre",https://www.ikea.com/no/no/images/products/landskrona-3-seat-sofa-with-chaise-longue-gunnared-light-green-wood__0602395_PE680328_S5.JPG,"IKEA - LANDSKRONA, 3-seters sofa, med sjeselong, Gunnared lys grønn / tre, Tekstiltrekket har et varmt og innbydende utseende, mens den stramme passformen gir sofaen et rent og stilig uttrykk. Seteputer av polyeter og polyesterfibervatt gir god sittekomfort. Ikke-avtagbart trekk.",https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-gunnared-lys-gronn-tre-s69272687/,8.490 NOK,3-seters sofa,True,"[{'productId': 's09272666', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-gunnared-mork-gra-tre-s09272666/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's69272687', 'pipUrl': 'https://www.ikea.com/no/no/p/landskrona-3-seters-sofa-med-sjeselong-gunnared-lys-gronn-tre-s69272687/', 'selected': True, 'colors': [{'name': 'grønn', 'id': '10033'}]}]",LANDSKRONA,,,242 cm,,,,,,,,158 cm,78 cm,,,64 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,242
19,IKEA,"SÖDERHAMN Hjørnesofa, 6-seters - Samsta mørk grå",https://www.ikea.com/no/no/images/products/soederhamn-corner-sofa-6-seat__0153975_PE312375_S5.JPG,"IKEA - SÖDERHAMN, Hjørnesofa, 6-seters, Samsta mørk grå, I sofaserien SÖDERHAMN sitter du dypt, lavt og mykt, og får ekstra støtte av løse ryggputer. Du sitter komfortabelt fordi setet har en lett, behagelig svikt, takket være veven i bunnen og høyelastisk polyeter i seteputene.",https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-samsta-mork-gra-s29902080/,11.290 NOK,"Hjørnesofa, 6-seters",True,"[{'productId': 's39305892', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-viarp-beige-brun-s39305892/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's29902080', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-samsta-mork-gra-s29902080/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's19305893', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-samsta-oransje-s19305893/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}, {'productId': 's39151291', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-samsta-lys-rosa-s39151291/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's79135949', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-finnsta-turkis-s79135949/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': 's59324535', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-6-seters-tallmyra-hvit-svart-gra-s59324535/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",SÖDERHAMN,83 cm,69 cm,,99 cm,14 cm,,,70 cm,39 cm,,,,291 cm,291 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,99,291
20,IKEA,KIVIK 2-seters sofa - Hillared antrasitt,https://www.ikea.com/no/no/images/products/kivik-two-seat-sofa-hillared-anthracite__0479957_PE619109_S5.JPG,"IKEA - KIVIK, 2-seters sofa, Hillared antrasitt, KIVIK er en romslig sofaserie med mykt, dypt sete og behagelig støtte til ryggen. Seteputer med et øvre lag med viskoelastisk polyeter; former seg nøyaktig etter kroppens konturer og gjenopptar sin opprinnelige form når du reiser deg.",https://www.ikea.com/no/no/p/kivik-2-seters-sofa-hillared-antrasitt-s49193667/,3.499 NOK,2-seters sofa,True,"[{'productId': 's79194397', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-2-seters-sofa-hillared-beige-s79194397/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's49193733', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-2-seters-sofa-hillared-mork-bla-s49193733/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's19305572', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-2-seters-sofa-skiftebo-mork-gra-s19305572/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39252964', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-2-seters-sofa-orrsta-rod-s39252964/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's49193667', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-2-seters-sofa-hillared-antrasitt-s49193667/', 'selected': True, 'colors': [{'name': 'svart', 'id': '10139'}]}]",KIVIK,,,190 cm,95 cm,,,140 cm,60 cm,45 cm,,,83 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,190
21,IKEA,"NOCKEBY 3-seters sofa - med sjeselong, venstre Tallmyra, Tallmyra tre hvit/svart/tre",https://www.ikea.com/no/no/images/products/nockeby-3-seat-sofa__0389162_PE559364_S5.JPG,"IKEA - NOCKEBY, 3-seters sofa, med sjeselong, venstre Tallmyra, Tallmyra tre hvit/svart/tre, Du får ekstra myk komfort og støtte fordi de tykke seteputene har en kjerne av pocketfjærer og et øvre lag av polyeterskum og polyesterfibre. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-med-sjeselong-venstre-tallmyra-tallmyra-tre-hvit-svart-tre-s39129257/,8.999 NOK,3-seters sofa,True,"[{'productId': 's89253013', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-med-sjeselong-venstre-lejde-mork-beige-tre-s89253013/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09150429', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-med-sjeselong-venstre-tallmyra-tallmyra-tre-rustrod-tre-s09150429/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's39129257', 'pipUrl': 'https://www.ikea.com/no/no/p/nockeby-3-seters-sofa-med-sjeselong-venstre-tallmyra-tallmyra-tre-hvit-svart-tre-s39129257/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}]",NOCKEBY,,,277 cm,,15 cm,,,,44 cm,,,82 cm,,,,97 cm,175 cm,60 cm,138 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,97,277
22,IKEA,SÖDERHAMN 3-seters modul - Samsta mørk grå,https://www.ikea.com/no/no/images/products/soederhamn-3-seat-section-samsta-dark-grey__0141441_PE301373_S5.JPG,"IKEA - SÖDERHAMN, 3-seters modul, Samsta mørk grå, I sofaserien SÖDERHAMN sitter du dypt, lavt og mykt, og får ekstra støtte av løse ryggputer. Du sitter komfortabelt fordi setet har en lett, behagelig svikt, takket være veven i bunnen og høyelastisk polyeter i seteputene.",https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-samsta-mork-gra-s09901883/,3.995 NOK,3-seters modul,True,"[{'productId': 's89305615', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-viarp-beige-brun-s89305615/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's09901883', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-samsta-mork-gra-s09901883/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39330014', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-samsta-mork-gul-s39330014/', 'selected': False, 'colors': [{'name': 'gul', 'id': '10042'}]}, {'productId': 's19305614', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-samsta-oransje-s19305614/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}, {'productId': 's59151327', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-samsta-lys-rosa-s59151327/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's89135939', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-finnsta-turkis-s89135939/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': 's99135255', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-3-seters-modul-finnsta-hvit-s99135255/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",SÖDERHAMN,,,186 cm,99 cm,,,186 cm,48 cm,40 cm,,,83 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,186
23,IKEA,"KIVIK 3-seters sofa - Hillared med sjeselong, Hillared antrasitt",https://www.ikea.com/no/no/images/products/kivik-3-seat-sofa-with-chaise-longue-hillared-anthracite__0479956_PE619108_S5.JPG,"IKEA - KIVIK, 3-seters sofa, Hillared med sjeselong, Hillared antrasitt, KIVIK er en romslig sofaserie med mykt, dypt sete og behagelig støtte til ryggen. Du kan plassere sjeselongen til venstre eller høyre i sofaen, og endre når du vil. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/kivik-3-seters-sofa-hillared-med-sjeselong-hillared-antrasitt-s59193662/,6.498 NOK,3-seters sofa,True,"[{'productId': 's09194391', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-3-seters-sofa-hillared-med-sjeselong-hillared-beige-s09194391/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's49193728', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-3-seters-sofa-hillared-med-sjeselong-hillared-mork-bla-s49193728/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's89291741', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-3-seters-sofa-med-sjeselong-lejde-gra-svart-s89291741/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's39252959', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-3-seters-sofa-med-sjeselong-orrsta-rod-s39252959/', 'selected': False, 'colors': [{'name': 'rød', 'id': '10124'}]}, {'productId': 's59193662', 'pipUrl': 'https://www.ikea.com/no/no/p/kivik-3-seters-sofa-hillared-med-sjeselong-hillared-antrasitt-s59193662/', 'selected': True, 'colors': [{'name': 'svart', 'id': '10139'}]}]",KIVIK,,,,,,,,,45 cm,,,83 cm,,,,95 cm,163 cm,60 cm,124 cm,280 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,95,0
24,IKEA,"SKULTORP 3-seters sofa - svart/hvit, natur",https://www.ikea.com/no/no/images/products/skultorp-sofa__0784499_PE761766_S5.JPG,"IKEA - SKULTORP, 3-seters sofa, svart/hvit, natur, Du kan velge mellom ulike farger og strukturer på tekstiltrekkene. Du kan velge om du vil ha blanklakkerte eller brunsvarte ben. Høyelastisk polyeter i sete- og ryggputer gir ekstra god komfort. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-svart-hvit-natur-s89323879/,8.999 NOK,3-seters sofa,True,"[{'productId': 's89323879', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-svart-hvit-natur-s89323879/', 'selected': True, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's49323881', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-mork-bla-natur-s49323881/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's09323883', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-gra-beige-natur-s09323883/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's59323885', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-gammelrosa-natur-s59323885/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's09323878', 'pipUrl': 'https://www.ikea.com/no/no/p/skultorp-3-seters-sofa-svart-hvit-svart-s09323878/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",SKULTORP,85 cm,67 cm,214 cm,92 cm,18 cm,12 cm,190 cm,61 cm,45 cm,,,85 cm,,,66 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,92,214
25,IKEA,"VIMLE Hjørnesofa, 4-seters - med åpen ende, Gunnared mellomgrå",https://www.ikea.com/no/no/images/products/vimle-corner-sofa-4-seat-with-open-end-gunnared-medium-grey__0514329_PE639427_S5.JPG,"IKEA - VIMLE, Hjørnesofa, 4-seters, med åpen ende, Gunnared mellomgrå, Denne myke og koselige sofaen får et langt liv siden seteputene er fylt med høyelastisk polyeter som gir god støtte for kroppen og raskt gjenopptar sin opprinnelige form når du reiser deg.",https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-gunnared-mellomgra-s49285134/,10.990 NOK,"Hjørnesofa, 4-seters",True,"[{'productId': 's99285122', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-gunnared-beige-s99285122/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's19285140', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-orrsta-blasvart-s19285140/', 'selected': False, 'colors': [{'name': 'blå', 'id': '10007'}]}, {'productId': 's39211493', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-farsta-mork-brun-s39211493/', 'selected': False, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': 's49285134', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-gunnared-mellomgra-s49285134/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's79285156', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-tallmyra-svart-gra-s79285156/', 'selected': False, 'colors': [{'name': 'svart', 'id': '10139'}]}, {'productId': 's09299661', 'pipUrl': 'https://www.ikea.com/no/no/p/vimle-hjornesofa-4-seters-med-apen-ende-dalstorp-flerfarget-s09299661/', 'selected': False, 'colors': [{'name': 'flerfarget', 'id': '10583'}]}]",VIMLE,83 cm,68 cm,,98 cm,6 cm,15 cm,,55 cm,48 cm,,,,235 cm,249 cm,68 cm,,,,,,195 cm,192 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,98,235
26,IKEA,SÖDERHAMN Sjeselong - Samsta mørk grå,https://www.ikea.com/no/no/images/products/soederhamn-chaise-longue-samsta-dark-grey__0141351_PE301234_S5.JPG,"IKEA - SÖDERHAMN, Sjeselong, Samsta mørk grå, I sofaserien SÖDERHAMN sitter du dypt, lavt og mykt, og får ekstra støtte av løse ryggputer. Du sitter komfortabelt fordi setet har en lett, behagelig svikt, takket være veven i bunnen og høyelastisk polyeter i seteputene.",https://www.ikea.com/no/no/p/soederhamn-sjeselong-samsta-mork-gra-s29900811/,2.795 NOK,Sjeselong,True,"[{'productId': 's29900811', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-sjeselong-samsta-mork-gra-s29900811/', 'selected': True, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's29151296', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-sjeselong-samsta-lys-rosa-s29151296/', 'selected': False, 'colors': [{'name': 'rosa', 'id': '10119'}]}, {'productId': 's79135746', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-sjeselong-finnsta-turkis-s79135746/', 'selected': False, 'colors': [{'name': 'turkis', 'id': '10152'}]}, {'productId': 's99133671', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-sjeselong-finnsta-hvit-s99133671/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",SÖDERHAMN,,,93 cm,151 cm,,,93 cm,100 cm,40 cm,,,83 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,151,93
27,IKEA,"HAMMARN Sovesofa - Knisa mørk grå, svart",https://www.ikea.com/no/no/images/products/hammarn-sofa-bed-knisa-dark-grey-black__0519027_PE641353_S5.JPG,"IKEA - HAMMARN, Sovesofa, Knisa mørk grå, svart, Den fastspente tekstilen, som madrassen ligger på, gjør sovesofaen komfortabel å både sitte og sove på. Kan enkelt gjøres om til en romslig seng for to. Lav vekt; enkel å løfte og flytte. Trekket er enkelt å holde rent, det kan tas av og vaskes.",https://www.ikea.com/no/no/p/hammarn-sovesofa-knisa-mork-gra-svart-90354327/,899 NOK,Sovesofa,True,[],HAMMARN,,,128 cm,85 cm,,,,70 cm,38 cm,,,78 cm,,,,,,,,,,,200 cm,128 cm,120 cm,190 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,128
28,IKEA,KLINTORP 3-seters sofa - rødbrun,https://www.ikea.com/no/no/images/products/klintorp-3-seat-sofa__0786266_PE762944_S5.JPG,"IKEA - KLINTORP, 3-seters sofa, rødbrun, Du sitter komfortabelt fordi setet har en lett, behagelig svikt, takket være veven i bunnen og høyelastisk polyeter i seteputene. Høyelastisk polyeter i sete- og ryggputer gir ekstra god komfort. 10 års garanti. Les om vilkårene i garantiheftet.",https://www.ikea.com/no/no/p/klintorp-3-seters-sofa-rodbrun-90465599/,9.999 NOK,3-seters sofa,True,"[{'productId': '10468931', 'pipUrl': 'https://www.ikea.com/no/no/p/klintorp-3-seters-sofa-beige-10468931/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': '90465599', 'pipUrl': 'https://www.ikea.com/no/no/p/klintorp-3-seters-sofa-rodbrun-90465599/', 'selected': True, 'colors': [{'name': 'brun', 'id': '10019'}]}, {'productId': '30468930', 'pipUrl': 'https://www.ikea.com/no/no/p/klintorp-3-seters-sofa-gra-30468930/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': '90468932', 'pipUrl': 'https://www.ikea.com/no/no/p/klintorp-3-seters-sofa-offwhite-90468932/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",KLINTORP,84 cm,65 cm,227 cm,95 cm,20 cm,,227 cm,60 cm,46 cm,,,84 cm,,,61 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,227
29,IKEA,"SÖDERHAMN Hjørnesofa, 3-seters - Finnsta turkis",https://www.ikea.com/no/no/images/products/soederhamn-corner-sofa-3-seat-finnsta-turquoise__0666406_PE713538_S5.JPG,"IKEA - SÖDERHAMN, Hjørnesofa, 3-seters, Finnsta turkis, Alle modulene i sofaserien SÖDERHAMN kan brukes frittstående eller settes sammen til akkurat den sofakombinasjonen du vil ha og trenger, både stor og liten. Trekket er enkelt å holde rent, det kan tas av og vaskes i maskin.",https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-finnsta-turkis-s89284439/,7.790 NOK,"Hjørnesofa, 3-seters",True,"[{'productId': 's29305883', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-viarp-beige-brun-s29305883/', 'selected': False, 'colors': [{'name': 'beige', 'id': '10003'}]}, {'productId': 's89284463', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-samsta-mork-gra-s89284463/', 'selected': False, 'colors': [{'name': 'grå', 'id': '10028'}]}, {'productId': 's89284439', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-finnsta-turkis-s89284439/', 'selected': True, 'colors': [{'name': 'grønn', 'id': '10033'}]}, {'productId': 's09330015', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-samsta-mork-gul-s09330015/', 'selected': False, 'colors': [{'name': 'gul', 'id': '10042'}]}, {'productId': 's49305882', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-samsta-oransje-s49305882/', 'selected': False, 'colors': [{'name': 'oransje', 'id': '10112'}]}, {'productId': 's09324533', 'pipUrl': 'https://www.ikea.com/no/no/p/soederhamn-hjornesofa-3-seters-tallmyra-hvit-svart-gra-s09324533/', 'selected': False, 'colors': [{'name': 'hvit', 'id': '10156'}]}]",SÖDERHAMN,83 cm,69 cm,,99 cm,14 cm,,,70 cm,39 cm,,,,192 cm,192 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,99,192
